"KRAJ","ORP","OBEC","BLOK","HLASYPROC"
"Ústecký","Ústí nad Labem","Tisá","koalice",34.85
"Moravskoslezský","Bílovec","Tísek","koalice",60.89
"Středočeský","Benešov","Tisem","koalice",51.42
"Středočeský","Český Brod","Tismice","koalice",40.01
"Plzeňský","Tachov","Tisová","koalice",74.75
"Pardubický","Vysoké Mýto","Tisová","koalice",50.81
"Pardubický","Hlinsko","Tisovec","koalice",68.42
"Středočeský","Neratovice","Tišice","koalice",49.62
"Jihomoravský","Tišnov","Tišnov","koalice",39.15
"Jihomoravský","Tišnov","Tišnovská Nová Ves","koalice",17.07
"Olomoucký","Prostějov","Tištín","koalice",70.47
"Plzeňský","Nýřany","Tlučná","koalice",49.54
"Plzeňský","Domažlice","Tlumačov","koalice",43.23
"Zlínský","Otrokovice","Tlumačov","koalice",58.79
"Středočeský","Hořovice","Tlustice","koalice",56.23
"Středočeský","Beroun","Tmaň","koalice",55.2
"Středočeský","Hořovice","Točník","koalice",50
"Středočeský","Příbram","Tochovice","koalice",63.69
"Plzeňský","Nepomuk","Tojice","koalice",52.78
"Středočeský","Vlašim","Tomice","koalice",77.79
"Jihomoravský","Vyškov","Topolany","koalice",52.38
"Zlínský","Uherské Hradiště","Topolná","koalice",43.98
"Středočeský","Kolín","Toušice","koalice",54.64
"Ústecký","Louny","Toužetín","koalice",68.58
"Karlovarský","Karlovy Vary","Toužim","koalice",57.12
"Olomoucký","Přerov","Tovačov","koalice",62.77
"Olomoucký","Olomouc","Tovéř","koalice",47.09
"Zlínský","Uherské Hradiště","Traplice","koalice",54.79
"Ústecký","Litoměřice","Travčice","koalice",51.15
"Jihomoravský","Ivančice","Trboušany","koalice",23.93
"Plzeňský","Domažlice","Trhanov","koalice",52
"Pardubický","Hlinsko","Trhová Kamenice","koalice",74.9
"Středočeský","Příbram","Trhové Dušníky","koalice",39.19
"Jihočeský","Trhové Sviny","Trhové Sviny","koalice",30.84
"Středočeský","Vlašim","Trhový Štěpánov","koalice",47.21
"Ústecký","Ústí nad Labem","Trmice","koalice",56.26
"Vysočina","Třebíč","Trnava","koalice",61.37
"Zlínský","Vizovice","Trnava","koalice",52.58
"Moravskoslezský","Kopřivnice","Trnávka","koalice",58.5
"Pardubický","Přelouč","Trnávka","koalice",63.65
"Královéhradecký","Dobruška","Trnov","koalice",46.01
"Středočeský","Černošice","Trnová","koalice",27.97
"Plzeňský","Nýřany","Trnová","koalice",54.58
"Ústecký","Litoměřice","Trnovany","koalice",50.31
"Jihomoravský","Moravský Krumlov","Trnové Pole","koalice",17.24
"Moravskoslezský","Frenštát pod Radhoštěm","Trojanovice","koalice",52.76
"Pardubický","Chrudim","Trojovice","koalice",64.15
"Plzeňský","Rokycany","Trokavec","koalice",62.06
"Jihomoravský","Pohořelice","Troskotovice","koalice",64.77
"Liberecký","Turnov","Troskovice","koalice",25.64
"Královéhradecký","Dvůr Králové nad Labem","Trotina","koalice",62.5
"Olomoucký","Uničov","Troubelice","koalice",58.27
"Olomoucký","Přerov","Troubky","koalice",60.04
"Zlínský","Kroměříž","Troubky-Zdislavice","koalice",70.92
"Jihomoravský","Šlapanice","Troubsko","koalice",33.96
"Pardubický","Lanškroun","Trpík","koalice",86.95
"Pardubický","Polička","Trpín","koalice",63.64
"Plzeňský","Stříbro","Trpísty","koalice",66.66
"Vysočina","Světlá nad Sázavou","Trpišovice","koalice",53.49
"Pardubický","Litomyšl","Trstěnice","koalice",51.1
"Karlovarský","Mariánské Lázně","Trstěnice","koalice",57.42
"Jihomoravský","Moravský Krumlov","Trstěnice","koalice",58.17
"Olomoucký","Olomouc","Tršice","koalice",57.05
"Středočeský","Beroun","Trubín","koalice",45.33
"Středočeský","Beroun","Trubská","koalice",62.71
"Jihočeský","Vodňany","Truskovice","koalice",17.02
"Pardubický","Holice","Trusnov","koalice",81.47
"Královéhradecký","Trutnov","Trutnov","koalice",50.27
"Pardubický","Litomyšl","Tržek","koalice",45.46
"Moravskoslezský","Frýdek-Místek","Třanovice","koalice",54.75
"Pardubický","Moravská Třebová","Třebařov","koalice",87.6
"Plzeňský","Nepomuk","Třebčice","koalice",39.29
"Královéhradecký","Hradec Králové","Třebechovice pod Orebem","koalice",50.72
"Jihočeský","Soběslav","Třebějice","koalice",46.87
"Vysočina","Moravské Budějovice","Třebelovice","koalice",53.68
"Karlovarský","Cheb","Třebeň","koalice",61.66
"Ústecký","Lovosice","Třebenice","koalice",62.62
"Vysočina","Třebíč","Třebenice","koalice",57.14
"Středočeský","Nymburk","Třebestovice","koalice",46.34
"Středočeský","Benešov","Třebešice","koalice",41.87
"Středočeský","Čáslav","Třebešice","koalice",69.71
"Královéhradecký","Rychnov nad Kněžnou","Třebešov","koalice",44.89
"Jihočeský","Dačice","Třebětice","koalice",35.09
"Zlínský","Holešov","Třebětice","koalice",42.69
"Středočeský","Kutná Hora","Třebětín","koalice",71.43
"Vysočina","Třebíč","Třebíč","koalice",52.14
"Královéhradecký","Dvůr Králové nad Labem","Třebihošť","koalice",57.98
"Středočeský","Kladno","Třebichovice","koalice",62.17
"Ústecký","Lovosice","Třebívlice","koalice",70.12
"Středočeský","Slaný","Třebíz","koalice",45
"Královéhradecký","Hořice","Třebnouševes","koalice",75.76
"Středočeský","Rakovník","Třeboc","koalice",50
"Jihočeský","Strakonice","Třebohostice","koalice",54.81
"Moravskoslezský","Kravaře","Třebom","koalice",82.61
"Jihočeský","Třeboň","Třeboň","koalice",29.5
"Středočeský","Čáslav","Třebonín","koalice",61.37
"Pardubický","Pardubice","Třebosice","koalice",49.26
"Středočeský","Černošice","Třebotov","koalice",27.68
"Pardubický","Česká Třebová","Třebovice","koalice",83.59
"Moravskoslezský","Ostrava","Třebovice","koalice",47.46
"Středočeský","Kolín","Třebovle","koalice",57.44
"Středočeský","Příbram","Třebsko","koalice",75
"Středočeský","Kladno","Třebusice","koalice",65.52
"Ústecký","Litoměřice","Třebušín","koalice",44.9
"Moravskoslezský","Krnov","Třemešná","koalice",83.46
"Plzeňský","Tachov","Třemešné","koalice",61.76
"Plzeňský","Nýřany","Třemošná","koalice",45.63
"Pardubický","Chrudim","Třemošnice","koalice",71.31
"Vysočina","Náměšť nad Oslavou","Třesov","koalice",53.57
"Královéhradecký","Hradec Králové","Třesovice","koalice",79.37
"Jihočeský","Strakonice","Třešovice","koalice",34.62
"Vysočina","Jihlava","Třešť","koalice",45.18
"Vysočina","Jihlava","Třeštice","koalice",14.81
"Olomoucký","Mohelnice","Třeština","koalice",65.39
"Středočeský","Kolín","Tři Dvory","koalice",61.48
"Karlovarský","Mariánské Lázně","Tři Sekery","koalice",49.16
"Vysočina","Nové Město na Moravě","Tři Studně","koalice",39.48
"Pardubický","Chrudim","Třibřichy","koalice",82.61
"Moravskoslezský","Třinec","Třinec","koalice",62.66
"Královéhradecký","Jičín","Třtěnice","koalice",67.85
"Středočeský","Rakovník","Třtice","koalice",60.63
"Jihočeský","Soběslav","Tučapy","koalice",29.28
"Zlínský","Uherské Hradiště","Tučapy","koalice",52.12
"Jihomoravský","Vyškov","Tučapy","koalice",60.01
"Olomoucký","Přerov","Tučín","koalice",68.83
"Liberecký","Česká Lípa","Tuhaň","koalice",58.95
"Středočeský","Mělník","Tuhaň","koalice",51.36
"Středočeský","Kladno","Tuchlovice","koalice",46.36
"Středočeský","Černošice","Tuchoměřice","koalice",30.81
"Středočeský","Český Brod","Tuchoraz","koalice",47.97
"Ústecký","Žatec","Tuchořice","koalice",53.19
"Středočeský","Český Brod","Tuklaty","koalice",38.52
"Jihomoravský","Moravský Krumlov","Tulešice","koalice",66.18
"Pardubický","Chrudim","Tuněchody","koalice",74.86
"Středočeský","Čáslav","Tupadly","koalice",62.27
"Středočeský","Mělník","Tupadly","koalice",81.82
"Zlínský","Uherské Hradiště","Tupesy","koalice",55.13
"Pardubický","Přelouč","Turkovice","koalice",67.18
"Liberecký","Turnov","Turnov","koalice",33.42
"Jihočeský","Tábor","Turovec","koalice",29.22
"Olomoucký","Přerov","Turovice","koalice",67.19
"Středočeský","Černošice","Tursko","koalice",36.36
"Královéhradecký","Jičín","Tuř","koalice",72.5
"Karlovarský","Cheb","Tuřany","koalice",53.71
"Středočeský","Slaný","Tuřany","koalice",59.86
"Středočeský","Mladá Boleslav","Tuřice","koalice",42.21
"Středočeský","Příbram","Tušovice","koalice",60.47
"Královéhradecký","Kostelec nad Orlicí","Tutleky","koalice",58.54
"Plzeňský","Horažďovice","Tužice","koalice",76.31
"Jihomoravský","Šlapanice","Tvarožná","koalice",23.67
"Jihomoravský","Veselí nad Moravou","Tvarožná Lhota","koalice",39.15
"Olomoucký","Prostějov","Tvorovice","koalice",73.92
"Jihomoravský","Znojmo","Tvořihráz","koalice",51.14
"Moravskoslezský","Rýmařov","Tvrdkov","koalice",67.86
"Jihomoravský","Břeclav","Tvrdonice","koalice",51.87
"Jihočeský","Prachatice","Tvrzice","koalice",46.34
"Plzeňský","Rokycany","Týček","koalice",54.21
"Plzeňský","Plzeň","Tymákov","koalice",52.18
"Olomoucký","Lipník nad Bečvou","Týn nad Bečvou","koalice",51.35
"Jihočeský","Týn nad Vltavou","Týn nad Vltavou","koalice",33.89
"Jihomoravský","Břeclav","Týnec","koalice",45.55
"Plzeňský","Klatovy","Týnec","koalice",66.24
"Středočeský","Kolín","Týnec nad Labem","koalice",57.02
"Středočeský","Benešov","Týnec nad Sázavou","koalice",50.32
"Plzeňský","Přeštice","Týniště","koalice",44.43
"Královéhradecký","Kostelec nad Orlicí","Týniště nad Orlicí","koalice",57.31
"Pardubický","Vysoké Mýto","Týnišťko","koalice",67.39
"Královéhradecký","Nová Paka","Úbislavice","koalice",53.41
"Zlínský","Vizovice","Ublo","koalice",44.22
"Plzeňský","Domažlice","Úboč","koalice",65.53
"Vysočina","Bystřice nad Pernštejnem","Ubušínek","koalice",30.55
"Ústecký","Chomutov","Údlice","koalice",50.16
"Královéhradecký","Jičín","Údrnice","koalice",71.96
"Olomoucký","Jeseník","Uhelná","koalice",66.36
"Vysočina","Chotěboř","Uhelná Příbram","koalice",62.58
"Ústecký","Louny","Úherce","koalice",65.22
"Plzeňský","Nýřany","Úherce","koalice",63.54
"Jihomoravský","Hustopeče","Uherčice","koalice",42.86
"Jihomoravský","Znojmo","Uherčice","koalice",57.41
"Pardubický","Chrudim","Úherčice","koalice",61.7
"Zlínský","Uherské Hradiště","Uherské Hradiště","koalice",46.96
"Pardubický","Holice","Uhersko","koalice",57.7
"Zlínský","Uherský Brod","Uherský Brod","koalice",45.07
"Zlínský","Uherské Hradiště","Uherský Ostroh","koalice",61.9
"Královéhradecký","Hořice","Úhlejov","koalice",48.88
"Moravskoslezský","Opava","Uhlířov","koalice",69.72
"Středočeský","Kolín","Uhlířská Lhota","koalice",67.42
"Středočeský","Kutná Hora","Uhlířské Janovice","koalice",55.35
"Středočeský","Černošice","Úholičky","koalice",33.92
"Středočeský","Černošice","Úhonice","koalice",43.78
"Vysočina","Havlíčkův Brod","Úhořilka","koalice",59.25
"Pardubický","Chrudim","Úhřetice","koalice",71.63
"Pardubický","Pardubice","Úhřetická Lhota","koalice",83.91
"Jihomoravský","Boskovice","Uhřice","koalice",52.17
"Jihomoravský","Bučovice","Uhřice","koalice",61.54
"Zlínský","Kroměříž","Uhřice","koalice",74.57
"Jihomoravský","Kyjov","Uhřice","koalice",32.21
"Olomoucký","Přerov","Uhřičice","koalice",79.02
"Vysočina","Velké Meziříčí","Uhřínov","koalice",39.28
"Středočeský","Slaný","Uhy","koalice",73.57
"Vysočina","Bystřice nad Pernštejnem","Ujčov","koalice",29.17
"Plzeňský","Domažlice","Újezd","koalice",51.96
"Středočeský","Hořovice","Újezd","koalice",38.09
"Olomoucký","Uničov","Újezd","koalice",65.41
"Zlínský","Valašské Klobouky","Újezd","koalice",52.9
"Jihomoravský","Znojmo","Újezd","koalice",63.89
"Vysočina","Žďár nad Sázavou","Újezd","koalice",46.48
"Plzeňský","Nýřany","Újezd nade Mží","koalice",80.95
"Královéhradecký","Jičín","Újezd pod Troskami","koalice",77.64
"Jihomoravský","Boskovice","Újezd u Boskovic","koalice",79.66
"Jihomoravský","Šlapanice","Újezd u Brna","koalice",35.75
"Jihomoravský","Blansko","Újezd u Černé Hory","koalice",46.98
"Pardubický","Vysoké Mýto","Újezd u Chocně","koalice",64.79
"Plzeňský","Klatovy","Újezd u Plánice","koalice",68.58
"Pardubický","Přelouč","Újezd u Přelouče","koalice",64.44
"Jihomoravský","Rosice","Újezd u Rosic","koalice",38.77
"Pardubický","Pardubice","Újezd u Sezemic","koalice",70
"Plzeňský","Rokycany","Újezd u Svatého Kříže","koalice",60.49
"Jihomoravský","Tišnov","Újezd u Tišnova","koalice",21.05
"Jihočeský","Jindřichův Hradec","Újezdec","koalice",49.99
"Středočeský","Kralupy nad Vltavou","Újezdec","koalice",71.12
"Pardubický","Litomyšl","Újezdec","koalice",43.33
"Jihočeský","Prachatice","Újezdec","koalice",35.48
"Zlínský","Uherské Hradiště","Újezdec","koalice",75.77
"Ústecký","Teplice","Újezdeček","koalice",49.52
"Středočeský","Mladá Boleslav","Ujkovice","koalice",69.23
"Jihočeský","Strakonice","Úlehle","koalice",52.78
"Královéhradecký","Jičín","Úlibice","koalice",67.11
"Plzeňský","Nýřany","Úlice","koalice",62.5
"Středočeský","Kutná Hora","Úmonín","koalice",51.22
"Středočeský","Poděbrady","Úmyslovice","koalice",55.35
"Jihomoravský","Znojmo","Únanov","koalice",46.31
"Vysočina","Bystřice nad Pernštejnem","Unčín","koalice",62.97
"Plzeňský","Stříbro","Únehle","koalice",67.85
"Plzeňský","Domažlice","Únějovice","koalice",62.86
"Plzeňský","Nýřany","Úněšov","koalice",73.82
"Plzeňský","Blovice","Únětice","koalice",41.17
"Středočeský","Černošice","Únětice","koalice",20.17
"Středočeský","Kladno","Unhošť","koalice",37.57
"Jihočeský","Strakonice","Únice","koalice",52
"Olomoucký","Uničov","Uničov","koalice",57.85
"Jihomoravský","Tišnov","Unín","koalice",44.04
"Jihomoravský","Židlochovice","Unkovice","koalice",48.54
"Královéhradecký","Trutnov","Úpice","koalice",62.62
"Ústecký","Lovosice","Úpohlavy","koalice",54.38
"Královéhradecký","Hradec Králové","Urbanice","koalice",62.37
"Pardubický","Přelouč","Urbanice","koalice",59.99
"Vysočina","Telč","Urbanov","koalice",14.28
"Olomoucký","Prostějov","Určice","koalice",57.93
"Jihočeský","České Budějovice","Úsilné","koalice",26.83
"Plzeňský","Domažlice","Úsilov","koalice",64.71
"Vysočina","Havlíčkův Brod","Úsobí","koalice",60.3
"Jihomoravský","Boskovice","Úsobrno","koalice",64.28
"Olomoucký","Mohelnice","Úsov","koalice",71.73
"Olomoucký","Hranice","Ústí","koalice",41.02
"Vysočina","Jihlava","Ústí","koalice",60.29
"Zlínský","Vsetín","Ústí","koalice",49.99
"Ústecký","Ústí nad Labem","Ústí nad Labem-město","koalice",44.08
"Ústecký","Ústí nad Labem","Ústí nad Labem-Neštěmice","koalice",53.48
"Ústecký","Ústí nad Labem","Ústí nad Labem-Severní Terasa","koalice",57.33
"Ústecký","Ústí nad Labem","Ústí nad Labem-Střekov","koalice",52.34
"Pardubický","Ústí nad Orlicí","Ústí nad Orlicí","koalice",67.28
"Olomoucký","Olomouc","Ústín","koalice",45.38
"Jihočeský","Tábor","Ústrašice","koalice",25.93
"Vysočina","Pelhřimov","Ústrašín","koalice",63.09
"Jihomoravský","Boskovice","Ústup","koalice",7.14
"Jihomoravský","Tišnov","Úsuší","koalice",37.1
"Ústecký","Litoměřice","Úštěk","koalice",58.62
"Pardubický","Moravská Třebová","Útěchov","koalice",79.74
"Vysočina","Pelhřimov","Útěchovice","koalice",87.1
"Vysočina","Pacov","Útěchovice pod Stražištěm","koalice",73.32
"Vysočina","Pelhřimov","Útěchovičky","koalice",51.51
"Plzeňský","Nýřany","Úterý","koalice",64.15
"Plzeňský","Přeštice","Útušice","koalice",40.21
"Karlovarský","Karlovy Vary","Útvina","koalice",62.31
"Moravskoslezský","Krnov","Úvalno","koalice",81.17
"Středočeský","Brandýs nad Labem-Stará Boleslav","Úvaly","koalice",23.61
"Jihočeský","Blatná","Uzenice","koalice",75
"Jihočeský","Blatná","Uzeničky","koalice",57.14
"Středočeský","Kralupy nad Vltavou","Úžice","koalice",48.94
"Středočeský","Kutná Hora","Úžice","koalice",66.67
"Jihomoravský","Kyjov","Vacenovice","koalice",45.05
"Středočeský","Benešov","Václavice","koalice",45.04
"Moravskoslezský","Bruntál","Václavov u Bruntálu","koalice",67.01
"Moravskoslezský","Ostrava","Václavovice","koalice",59.48
"Středočeský","Rakovník","Václavy","koalice",61.9
"Jihočeský","Vimperk","Vacov","koalice",38.52
"Jihočeský","Strakonice","Vacovice","koalice",31.58
"Královéhradecký","Dobruška","Val","koalice",50.01
"Jihočeský","Soběslav","Val","koalice",24.71
"Zlínský","Rožnov pod Radhoštěm","Valašská Bystřice","koalice",47.11
"Zlínský","Vsetín","Valašská Polanka","koalice",40.8
"Zlínský","Vsetín","Valašská Senice","koalice",45.7
"Zlínský","Valašské Klobouky","Valašské Klobouky","koalice",46.83
"Zlínský","Valašské Meziříčí","Valašské Meziříčí","koalice",57.04
"Zlínský","Valašské Klobouky","Valašské Příkazy","koalice",46.15
"Královéhradecký","Jičín","Valdice","koalice",71.55
